Age,Country,Country (group),Country Code,Gender,Measure1,OECD Member: T|F,Ref Area,Reference area,Sex,UPPER(Gender),Year,Year Int,Age | Years,Effective labour market exit age,Obs Value
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2016,2016,63.1,63.1,63.1
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2017,2017,63.2,63.2,63.2
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2018,2018,63.3,63.3,63.3
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2019,2019,63.4,63.4,63.4
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2020,2020,63.6,63.6,63.6
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2021,2021,63.5,63.5,63.5
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2022,2022,63.2,63.2,63.2
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1970,1970,64.8,64.8,64.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1971,1971,64.7,64.7,64.7
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1972,1972,64.5,64.5,64.5
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1973,1973,64.5,64.5,64.5
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1974,1974,64.4,64.4,64.4
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1975,1975,64.3,64.3,64.3
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1976,1976,64.2,64.2,64.2
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1977,1977,64.1,64.1,64.1
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1978,1978,64.0,64.0,64.0
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1979,1979,63.9,63.9,63.9
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1980,1980,63.8,63.8,63.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1981,1981,63.7,63.7,63.7
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1982,1982,63.6,63.6,63.6
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1983,1983,63.4,63.4,63.4
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1984,1984,63.3,63.3,63.3
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1985,1985,63.2,63.2,63.2
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1986,1986,62.8,62.8,62.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1987,1987,62.7,62.7,62.7
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1988,1988,62.7,62.7,62.7
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1989,1989,62.5,62.5,62.5
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1990,1990,62.0,62.0,62.0
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1991,1991,62.0,62.0,62.0
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1992,1992,61.8,61.8,61.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1993,1993,62.0,62.0,62.0
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1994,1994,61.5,61.5,61.5
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1995,1995,61.6,61.6,61.6
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1996,1996,61.8,61.8,61.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1997,1997,62.2,62.2,62.2
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1998,1998,61.1,61.1,61.1
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-1999,1999,61.4,61.4,61.4
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2000,2000,61.8,61.8,61.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2001,2001,61.7,61.7,61.7
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2002,2002,61.2,61.2,61.2
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2003,2003,61.7,61.7,61.7
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2004,2004,61.4,61.4,61.4
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2005,2005,61.2,61.2,61.2
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2006,2006,61.1,61.1,61.1
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2007,2007,61.4,61.4,61.4
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2008,2008,61.1,61.1,61.1
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2009,2009,60.9,60.9,60.9
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2010,2010,61.0,61.0,61.0
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2011,2011,60.8,60.8,60.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2012,2012,60.9,60.9,60.9
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2013,2013,60.9,60.9,60.9
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2014,2014,60.5,60.5,60.5
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2015,2015,60.8,60.8,60.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2016,2016,60.8,60.8,60.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2017,2017,60.5,60.5,60.5
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2018,2018,60.8,60.8,60.8
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2019,2019,61.3,61.3,61.3
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2020,2020,60.9,60.9,60.9
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2021,2021,60.9,60.9,60.9
Not applicable,Greece,Europe,GRC,Male,Effective labour market exit age,OECD member,GRC,Greece,Male,MALE,01-01-2022,2022,63.2,63.2,63.2
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1970,1970,66.4,66.4,66.4
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1971,1971,65.8,65.8,65.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1972,1972,65.2,65.2,65.2
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1973,1973,64.7,64.7,64.7
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1974,1974,64.2,64.2,64.2
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1975,1975,63.7,63.7,63.7
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1976,1976,63.5,63.5,63.5
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1977,1977,63.3,63.3,63.3
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1978,1978,63.0,63.0,63.0
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1979,1979,62.8,62.8,62.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1980,1980,62.6,62.6,62.6
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1981,1981,62.4,62.4,62.4
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1982,1982,62.3,62.3,62.3
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1983,1983,62.1,62.1,62.1
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1984,1984,61.9,61.9,61.9
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1985,1985,61.8,61.8,61.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1986,1986,61.6,61.6,61.6
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1987,1987,61.4,61.4,61.4
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1988,1988,61.2,61.2,61.2
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1989,1989,61.0,61.0,61.0
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1990,1990,60.8,60.8,60.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1991,1991,60.8,60.8,60.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1992,1992,60.7,60.7,60.7
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1993,1993,60.1,60.1,60.1
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1994,1994,59.9,59.9,59.9
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1995,1995,59.8,59.8,59.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1996,1996,58.7,58.7,58.7
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1997,1997,57.8,57.8,57.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1998,1998,57.2,57.2,57.2
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-1999,1999,57.3,57.3,57.3
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2000,2000,57.1,57.1,57.1
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2001,2001,56.7,56.7,56.7
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2002,2002,56.8,56.8,56.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2003,2003,57.7,57.7,57.7
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2004,2004,57.0,57.0,57.0
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2005,2005,58.0,58.0,58.0
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2006,2006,58.9,58.9,58.9
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2007,2007,59.0,59.0,59.0
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2008,2008,58.8,58.8,58.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2009,2009,59.2,59.2,59.2
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2010,2010,59.5,59.5,59.5
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2011,2011,59.7,59.7,59.7
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2012,2012,60.2,60.2,60.2
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2013,2013,60.6,60.6,60.6
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2014,2014,62.0,62.0,62.0
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2015,2015,62.5,62.5,62.5
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2016,2016,63.0,63.0,63.0
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2017,2017,62.6,62.6,62.6
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2018,2018,62.8,62.8,62.8
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2019,2019,62.1,62.1,62.1
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2020,2020,62.1,62.1,62.1
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2021,2021,63.1,63.1,63.1
Not applicable,Hungary,Europe,HUN,Male,Effective labour market exit age,OECD member,HUN,Hungary,Male,MALE,01-01-2022,2022,63.2,63.2,63.2
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1970,1970,70.4,70.4,70.4
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1971,1971,70.3,70.3,70.3
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1972,1972,69.3,69.3,69.3
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1973,1973,68.6,68.6,68.6
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1974,1974,68.0,68.0,68.0
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1975,1975,67.6,67.6,67.6
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1976,1976,67.2,67.2,67.2
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1977,1977,66.8,66.8,66.8
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1978,1978,66.4,66.4,66.4
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1979,1979,66.0,66.0,66.0
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1980,1980,65.7,65.7,65.7
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1981,1981,65.3,65.3,65.3
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1982,1982,65.6,65.6,65.6
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1983,1983,66.0,66.0,66.0
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1984,1984,65.8,65.8,65.8
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1985,1985,65.3,65.3,65.3
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1986,1986,64.3,64.3,64.3
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1987,1987,64.1,64.1,64.1
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1988,1988,62.9,62.9,62.9
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1989,1989,62.4,62.4,62.4
Not applicable,Ireland,Europe,IRL,Male,Effective labour market exit age,OECD member,IRL,Ireland,Male,MALE,01-01-1990,1990,62.2,62.2,62.2
